Molecule,Atom,Orbital,Binding Energy
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],C,1s,291.32520599365233
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],O,1s,538.8262115478516
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],C,1s,291.5792586326599
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],O,1s,538.7189980506897
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],C,1s,291.76703996658324
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],O,1s,538.6065441131592
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],C,1s,291.93784494400023
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],O,1s,538.4543119430542
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],C,1s,291.98360748291014
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],O,1s,538.6038537979126
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],C,1s,292.04270191192626
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],O,1s,539.1492777824402
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],C,1s,291.77666301727294
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],O,1s,539.7654713153839
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],Co,2p3/2,787.5102907180786
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],Co,2p3/2,787.1254154205322
CC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co].[Co].[Co],Co,2p3/2,786.6935401916504
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],C,1s,291.5612403869629
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],O,1s,539.1823225975037
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],C,1s,291.75417442321776
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],O,1s,539.2488411426544
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],C,1s,291.81933612823485
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],O,1s,539.307909822464
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],C,1s,291.9539925575256
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],O,1s,538.8774496078491
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],C,1s,292.05974264144896
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],O,1s,538.7845455169678
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],C,1s,292.1932312965393
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],O,1s,538.7776809692383
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],C,1s,292.5377876281738
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],O,1s,538.8305331230164
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],C,1s,292.66110343933104
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],O,1s,538.7755084991455
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],C,1s,292.8198577880859
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],O,1s,538.9750038146973
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],C,1s,292.59017391204833
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],O,1s,538.4213367462158
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],C,1s,291.09081478118895
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],Co,2p3/2,787.2936321258545
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],Co,2p3/2,786.9091068267822
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]=[O+]C.[Co].[Co].[Co],Co,2p3/2,786.7228275299072
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,C,1s,291.30208082199096
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,C,1s,291.1524326324463
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,C,1s,291.41499013900756
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,C,1s,290.5780741691589
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,C,1s,291.1151439666748
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,C,1s,290.9943682670593
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,N,1s,406.94929375648496
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,C,1s,291.70243282318114
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,C,1s,290.803835105896
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,O,1s,538.490926361084
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,Fe,2p3/2,715.3690097808837
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,C,1s,290.83810968399047
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,O,1s,538.1012655258179
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,C,1s,291.19030113220214
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,O,1s,538.283319568634
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,C,1s,291.2283284187317
C1(=CC=CC=C1)[N+]#[C-].C(=O)=[Fe](=C=O)(=C=O)=C=O,O,1s,538.5840936660767
CC1=CC(=C(C=C1C)C(=O)C)C,C,1s,290.6041566848755
CC1=CC(=C(C=C1C)C(=O)C)C,C,1s,290.7893802642822
CC1=CC(=C(C=C1C)C(=O)C)C,C,1s,290.5790216445923
CC1=CC(=C(C=C1C)C(=O)C)C,C,1s,290.83780736923217
CC1=CC(=C(C=C1C)C(=O)C)C,C,1s,290.41854829788207
CC1=CC(=C(C=C1C)C(=O)C)C,C,1s,290.52268381118773
CC1=CC(=C(C=C1C)C(=O)C)C,C,1s,290.4365164756775
CC1=CC(=C(C=C1C)C(=O)C)C,C,1s,290.5162603378296
CC1=CC(=C(C=C1C)C(=O)C)C,C,1s,290.76149435043334
CC1=CC(=C(C=C1C)C(=O)C)C,O,1s,538.209344959259
CC1=CC(=C(C=C1C)C(=O)C)C,C,1s,291.0072919845581
CC1=CC(=C(C=C1C)C(=O)C)C,C,1s,291.39332695007323
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.9977919578552
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.9733850479126
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,O,1s,538.7261024475098
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,P,2p3/2,138.62062644958496
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,O,1s,539.2426305770874
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,292.07972927093505
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,292.1852113723755
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,O,1s,539.2824867725373
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.63873929977416
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.8933889389038
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.5544301986694
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,O,1s,538.4146333694458
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,Mo,3d5/2,239.04677810668946
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.9094302177429
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,O,1s,538.0862957000733
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.50060958862304
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,O,1s,538.6709986686707
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.1880018234253
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,O,1s,539.5509418010712
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,290.7022373199463
C(C)OP(OCC)OCC.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,O,1s,540.3898740768433
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.70727462768554
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,N,-1,-1.0
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.5936638832092
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,P,2p3/2,137.01387524604797
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,N,-1,-1.0
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.37829513549804
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.37467832565306
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,N,-1,-1.0
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.33022184371947
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.2296664237976
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.12288875579833
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,O,1s,538.6595989227295
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,Mo,3d5/2,237.82390060424805
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.75307149887084
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,O,1s,538.3243151664734
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.70115823745726
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,O,1s,537.937947845459
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.6461050033569
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,O,1s,538.1361118316651
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,C,1s,291.4802734375
CN(C)P(N(C)C)N(C)C.C(=O)=[Mo](=C=O)(=C=O)(=C=O)=C=O,O,1s,538.6075492858887
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],C,1s,291.65133781433104
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],O,1s,538.7459307670593
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],C,1s,291.8616291999817
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],O,1s,539.0865546226502
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],C,1s,292.1324059486389
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],O,1s,539.2720225811005
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],C,1s,291.9598690986633
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],O,1s,538.91325340271
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],C,1s,291.8533842086792
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],O,1s,538.9758511543274
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],C,1s,291.8454343795776
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],O,1s,539.1735502243042
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],C,1s,291.8816654205322
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],O,1s,539.270152425766
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],C,1s,291.95249433517455
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],O,1s,539.3493455410004
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],C,1s,292.05950183868407
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],O,1s,539.6402960777283
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],C,1s,292.1834337234497
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],O,1s,540.1494375228882
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],C,1s,292.02340669631957
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],O,1s,540.7262662410736
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],C,1s,291.68779773712157
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],O,1s,541.1733588933945
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],Co,2p3/2,788.1584545135498
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],Co,2p3/2,788.4028030395508
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],Co,2p3/2,787.3278823852539
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],Fe,2p3/2,720.1226842880249
[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH2]O.[CH]O.[CH]O.[CH]O.[Co].[Co].[Co].[Fe].[H],H,-1,-1.0
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],C,1s,291.68073959350585
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],O,1s,538.8692952156067
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],C,1s,291.87574644088744
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],O,1s,539.0034934043885
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],C,1s,291.86077852249144
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],O,1s,539.065368270874
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],C,1s,292.0380308151245
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],O,1s,538.6117564201355
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],C,1s,292.1303946495056
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],O,1s,538.5067578315735
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],C,1s,292.25060577392577
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],O,1s,538.4854532241822
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],C,1s,292.63284130096434
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],O,1s,538.5643859863281
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#N(C)C.[Co].[Co].[Co],C,1s,292.78504009246825
